Country code;Economy;Region;Income group;DB Year;Ease of doing business rank;Ease of doing business score (DB17-20 methodology);Ease of doing business score (DB15 methodology);Ease of doing business score (DB10-14 methodology);Rank-Starting a business;Score-Starting a business;Procedures - Men (number);Score-Procedures - Men (number);Time - Men (days);Score-Time - Men (days);Cost - Men (% of income per capita);Score-Cost - Men (% of income per capita);Procedures - Women (number);Score-Procedures - Women (number);Time - Women (days);Score-Time - Women (days);Cost - Women (% of income per capita);Score-Cost - Women (% of income per capita);Paid-in Minimum capital (% of income per capita);Score-Paid-in Minimum capital (% of income per capita);Rank-Dealing with construction permits;Score-Dealing with construction permits (DB16-20 methodology);Score-Dealing with construction permits (DB06-15 methodology);Procedures (number);Score-Procedures (number);Time (days);Score-Time (days);Cost (% of Warehouse value);Score-Cost (% of Warehouse value);Building quality control index (0-15) (DB16-20 methodology);Score-Building quality control index (0-15) (DB16-20 methodology);Quality of building regulations index (0-2) (DB16-20 methodology);Quality control before construction index (0-1) (DB16-20 methodology);Quality control during construction index (0-3) (DB16-20 methodology);Quality control after construction index (0-3) (DB16-20 methodology);Liability and insurance regimes index (0-2) (DB16-20 methodology);Professional certifications index (0-4) (DB16-20 methodology);Rank-Getting electricity;Score-Getting electricity (DB16-20 methodology);Score-Getting electricity (DB10-15 methodology);Procedures (number);Score-Procedures (number);Time (days);Score-Time (days);Cost (% of income per capita);Score-Cost (% of income per capita);Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology);Score-Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology);Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology);Mechanisms for monitoring outages (0-1) (DB16-20 methodology);Mechanisms for restoring service (0-1) (DB16-20 methodology);Regulatory monitoring (0-1) (DB16-20 methodology);Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology);Communication of tariffs and tariff changes (0-1) (DB16-20 methodology);System average interruption duration index (SAIDI) (DB16-20 methodology);System average interruption frequency index (SAIFI) (DB16-20 methodology);Minimum outage time (in minutes)  (DB16-20 methodology);Price of electricity (US cents per kWh) (DB16-20 methodology);Rank-Registering property;Score-Registering property (DB17-20 methodology);Score-Registering property (DB05-15 methodology);Procedures (number);Score-Procedures (number);Time (days);Score-Time (days);Cost (% of property value);Score-Cost (% of property value);Quality of land administration index (0-30) (DB17-20 methodology);Score-Quality of land administration index (0-30) (DB17-20 methodology);Reliability of infrastructure index (0-8) (DB17-20 methodology);Transparency of information index (0-6) (DB17-20 methodology);Geographic coverage index (0-8) (DB17-20 methodology);Land dispute resolution index (0-8) (DB17-20 methodology);Equal access to property rights index (-2-0) (DB17-20 methodology);Rank-Getting credit;Score-Getting credit (DB15-20 methodology);Score-Getting credit (DB05-14 methodology);Strength of legal rights index (0-10) (DB05-14 methodology);Score-Strength of legal rights index (0-10) (DB05-14 methodology);Depth of credit information index (0-6) (DB05-14 methodology);Score-Depth of credit information index (0-6) (DB05-14 methodology);Getting Credit total score (DB05-14 methodology);Strength of legal rights index (0-12) (DB15-20 methodology) ;Score-Strength of legal rights index (0-12) (DB15-20 methodology) ;Depth of credit information index (0-8) (DB15-20 methodology) ;Score-Depth of credit information index (0-8) (DB15-20 methodology) ;Getting Credit total score (DB15-20 methodology) ;Credit registry coverage (% of adults);Credit bureau coverage (% of adults);Rank-Protecting minority investors;Score-Protecting minority investors (DB15-20 methodology);Score-Protecting minority investors (DB06-14 methodology);Extent of disclosure index (0-10);Score-Extent of disclosure index (0-10);Extent of director liability index (0-10);Score-Extent of director liability index (0-10);Ease of shareholder suits index (0-10) (DB06-14 methodology);Score-Ease of shareholder suits index (0-10) (DB06-14 methodology);Strength of investor protection index (0-30) (DB06-14 methodology);Ease of shareholder suits index (0-10) (DB15-20 methodology) ;Score-Ease of shareholder suits index (0-10) (DB15-20 methodology);Extent of shareholder rights index (0-6) (DB15-20 methodology) ;Score-Extent of shareholder rights index (0-6) (DB15-20 methodology);Extent of ownership and control index (0-7) (DB15-20 methodology) ;Score-Extent of ownership and control index (0-7) (DB15-20 methodology);Extent of corporate transparency index (0-7) (DB15-20 methodology) ;Score-Extent of corporate transparency index (0-7) (DB15-20 methodology);Strength of minority investor protection index (0-50) (DB15-20 methodology) ;Rank-Paying taxes;Score-Paying taxes (DB17-20 methodology);Score-Paying taxes (DB06-16 methodology);Payments (number per year);Score-Payments (number per year);Time (hours per year);Score-Time (hours per year);Total tax and contribution rate (% of profit);Score-Total tax and contribution rate (% of profit);Profit tax (% of profit);Labor tax and contributions (% of profit);Other taxes (% of profit);Time to comply with VAT refund (hours) (DB17-20 methodology);Score-Time to comply with VAT refund (hours) (DB17-20 methodology);Time to obtain VAT refund (weeks) (DB17-20 methodology);Score-Time to obtain VAT refund (weeks) (DB17-20 methodology);Time to comply with a corporate income tax correction (hours) (DB17-20 methodology);Score-Time to comply with a corporate income tax correction (hours) (DB17-20 methodology);Time to complete a corporate income tax correction (weeks) (DB17-20 methodology);Score-Time to complete a corporate income tax correction (weeks) (DB17-20 methodology);Score-Postfiling index (0-100) (DB17-20 methodology);Rank-Trading across borders;Score-Trading across borders (DB16-20 methodology);Score-Trading across borders (DB06-15 methodology);Time to export: Documentary compliance (hours) (DB16-20 methodology);Score-Time to export: Documentary compliance (hours) (DB16-20 methodology);Time to import: Documentary compliance (hours) (DB16-20 methodology);Score-Time to import: Documentary compliance (hours) (DB16-20 methodology);Time to export: Border compliance (hours) (DB16-20 methodology);Score-Time to export: Border compliance (hours) (DB16-20 methodology);Time to import: Border compliance (hours) (DB16-20 methodology);Score-Time to import: Border compliance (hours) (DB16-20 methodology);Cost to export: Documentary compliance (USD) (DB16-20 methodology);Score-Cost to export: Documentary compliance (USD) (DB16-20 methodology);Cost to import: Documentary compliance (USD) (DB16-20 methodology);Score-Cost to import: Documentary compliance (USD) (DB16-20 methodology);Cost to export: Border compliance (USD) (DB16-20 methodology);Score-Cost to export: Border compliance (USD) (DB16-20 methodology);Cost to import: Border compliance (USD) (DB16-20 methodology);Score-Cost to import: Border compliance (USD) (DB16-20 methodology);Documents to export (number) (DB06-15 methodology);Score-Documents to export (number) (DB06-15 methodology);Documents to import (number) (DB06-15 methodology);Score-Documents to import (number) (DB06-15 methodology);Cost to export (US$ per container deflated) (DB06-15 methodology);Score-Cost to export (US$ per container deflated) (DB06-15 methodology);Cost to import (US$ per container deflated) (DB06-15 methodology);Score-Cost to import (US$ per container deflated) (DB06-15 methodology);Time to export (days) (DB06-15 methodology);Score-Time to export (days) (DB06-15 methodology);Time to import (days) (DB06-15 methodology);Score-Time to import (days) (DB06-15 methodology);Rank-Enforcing contracts;Score-Enforcing contracts (DB17-20 methodology);Score-Enforcing contracts (DB04-15 methodology);Procedures (number) (DB04-15 methodology);Score-Procedures (number) (DB04-15 methodology);Time (days);Score-Time (days);Filing and service (days);Trial and judgment (days);Enforcement of judgment (days);Cost (% of claim);Score-Cost (% of claim);Attorney fees (% of claim);Court fees (% of claim);Enforcement fees (% of claim);Quality of judicial processes index (0-18) (DB17-20 methodology);Score-Quality of judicial processes index (0-18) (DB17-20 methodology);Court structure and proceedings (0-5) (DB17-20 methodology);Case management (0-6) (DB17-20 methodology);Court automation (0-4) (DB17-20 methodology);Alternative dispute resolution (0-3) (DB17-20 methodology);Rank-Resolving insolvency;Score-Resolving insolvency;Outcome (0 as piecemeal sale and 1 as going concern);Time (years);Cost (% of estate);Recovery rate (cents on the dollar);Score-Recovery rate (cents on the dollar);Strength of insolvency framework index (0-16);Score-Strength of insolvency framework index (0-16);Commencement of proceedings index (0-3) (DB15-20 methodology);Management of debtor's assets index (0-6) (DB15-20 methodology);Reorganization proceedings index (0-3) (DB15-20 methodology);Creditor participation index (0-4) (DB15-20 methodology)
AFG;Afghanistan;South Asia;Low income;2020;173;44,1;;;52;92,0;4;82.35294;8;92.46231;6.8;96.5931;5;76.47059;9;91.45729;6.8;96.5931;0;100;183;34,5;;13;68;199;50.14409;75.6;0;3;20;1;1;0;0;1;0;173;44,2;;6;50;114;58.26087;2546.4;68.56349;0;0;0;1;0;0;0;1;..;..;N/A;18;186;27,5;;9;33.33333;250;0;5;66.66667;3;10;0;0;0;3;0;104;50,0;;;;;;;10;83.33333;0;0;10;1.5;0;140;36,0 ;;8;80;1;10;;;;9;90;0;0;0;0;0;0;18;178;42,2;;19;73.33333;270;65.84235;71.4;29.45836;0;0;71.4;No VAT;No VAT;No VAT;No VAT;111;0;33.14286;0;0;177;30,6;;228;0;324;0;48;70.44025;96;65.94982;344.4444;13.88889;900;0;452.7778;57.28512;750;37.5;;;;;;;;;;;;;181;31,8;;;;1642;0;40;1420;182;29;67.49156;24;5;0;5;27.77778;2;1;0;2;76;51,9;0;2;25;26.7;28.737;12;75;2;6;2;2
AFG;Afghanistan;South Asia;Low income;2019;;44,2;;;;92,0;4;82.35294;8;92.46231;6.4;96.79362;5;76.47059;9;91.45729;6.4;96.79362;0;100;;34,5;;13;68;199;50.14409;73;0;3;20;1;1;0;0;1;0;;44,5;;6;50;114;58.26087;2448.3;69.77351;0;0;0;1;0;0;0;0;..;..;N/A;17.6;;27,5;;9;33.33333;250;0;5;66.66667;3;10;0;0;0;3;0;;50,0;;;;;;;10;83.33333;0;0;10;1.3;0;;36,0 ;;8;80;1;10;;;;9;90;0;0;0;0;0;0;18;;43,3;;19;73.33333;270;65.84235;71.4;29.45836;0;0;71.4;No VAT;No VAT;No VAT;No VAT;111;0;29.14286;8.928571;4.46429;;30,6;;228;0;324;0;48;70.44025;96;65.94982;344.4444;13.88889;900;0;452.7778;57.28512;750;37.5;;;;;;;;;;;;;;31,8;;;;1642;0;40;1420;182;29;67.49156;24;5;0;5;27.77778;2;1;0;2;;51,8;0;2;25;26.5;28.56875;12;75;2;6;2;2
AFG;Afghanistan;South Asia;Low income;2018;;37,1;;;;82,6;4;82.35294;8;92.46231;82.3;58.84688;5;76.47059;9;91.45729;82.3;58.84688;0;100;;33,7;;13;68;199;50.14409;71.7;0;2.5;16.66667;.5;1;0;0;1;0;;44,6;;6;50;114;58.26087;2426.7;70.04024;0;0;0;1;0;0;0;0;..;..;N/A;18.6;;27,5;;9;33.33333;250;0;5;66.66667;3;10;0;0;0;3;0;;45,0;;;;;;;9;75;0;0;9;1;0;;10,0 ;;1;10;1;10;;;;3;30;0;0;0;0;0;0;5;;42,0;;19;73.33333;275;65.06955;71.4;29.45836;0;0;71.4;No VAT;No VAT;No VAT;No VAT;207.5;0;37.71429;0;0;;30,6;;228;0;324;0;48;70.44025;96;65.94982;344.4444;13.88889;900;0;452.7778;57.28512;750;37.5;;;;;;;;;;;;;;31,8;;;;1642;0;40;1420;182;29;67.49156;24;5;0;5;27.77778;2;1;0;2;;23,6;0;2;25;26.5;28.48765;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2017;;38,9;;;;90,4;4;82.35294;8;92.46231;19.9;90.04752;5;76.47059;9;91.45729;19.9;90.04752;0;100;;33,7;;13;68;199;50.14409;66;0;2.5;16.66667;.5;1;0;0;1;0;;45,0;;6;50;114;58.26087;2274.7;71.91704;0;0;0;1;0;0;0;0;..;..;N/A;20.9;;27,5;;9;33.33333;250;0;5;66.66667;3;10;0;0;0;3;0;;45,0;;;;;;;9;75;0;0;9;.8;0;;10,0 ;;1;10;1;10;;;;3;30;0;0;0;0;0;0;5;;51,7;;19;73.33333;275;65.06955;47.9;68.58139;0;0;47.9;No VAT;No VAT;No VAT;No VAT;207.5;0;37.71429;0;0;;30,6;;228;0;324;0;48;70.44025;96;65.94982;344.4444;13.88889;900;0;452.7778;57.28512;750;37.5;;;;;;;;;;;;;;31,8;;;;1642;0;40;1420;182;29;67.49156;24;5;0;5;27.77778;2;1;0;2;;23,6;0;2;25;26.5;28.48765;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2016;;39,3;;;;90,5;4;82.35294;8;92.46231;19;90.51254;5;76.47059;9;91.45729;19;90.51254;0;100;;33,7;;13;68;199;50.14409;61.2;0;2.5;16.66667;.5;1;0;0;1;0;;45,5;;6;50;114;58.26087;2124;73.77834;0;0;0;1;0;1;0;0;1825;620;N/A;22;;27,5;;9;33.33333;250;0;5;66.66667;3;10;0;0;0;3;0;;45,0;;;;;;;9;75;0;0;9;.5;0;;10,0 ;;1;10;1;10;;;;3;30;0;0;0;0;0;0;5;;56,1;74,8;19;73.33333;275;65.06955;36.1;85.95583;0;0;36.1;No VAT;No VAT;No VAT;No VAT;207.5;0;37.71429;0;0;;28,9;;242.6667;0;336;0;48;70.44025;96;65.94982;344.4444;13.88889;900;0;511.1111;51.78197;850;29.16667;;;;;;;;;;;;;;31,8;;;;1642;0;40;1420;182;29;67.49156;24;5;0;5;27.77778;2;1;0;2;;23,6;0;2;25;26.5;28.48765;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2015;;;41,7;;;91,0;4;82.35294;8;92.46231;15.1;92.44223;5;76.47059;9;91.45729;15.1;92.44223;0;100;;33,7;39,4;13;68;199;50.14409;59.4;0;2.5;16.66667;.5;1;0;0;1;0;;45,6;60,8;6;50;114;58.26087;2084;74.27219;0;0;0;1;0;1;0;0;615;250;N/A;23.3;;;33,3;9;33.33333;250;0;5;66.66667;;;;;;;;;45,0;;;;;;;9;75;0;0;9;0;0;;10,0 ;;1;10;1;10;;;;3;30;0;0;0;0;0;0;5;;;74,8;19;73.33333;275;65.06955;36.1;85.95583;0;0;36.1;;;;;;;;;;;28,9;9,2;242.6667;0;336;0;48;70.44025;96;65.94982;344.4444;13.88889;900;0;511.1111;51.78197;850;29.16667;10;11.11111;10;38.46154;5045;0;5680;5.68222;86;0;91;0;;;29,8;46;21.875;1642;0;40;1420;182;29;67.49156;24;5;0;;;;;;;;23,6;0;2;25;26.4;28.44855;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2014;;;40,3;40,2;;91,6;4;82.35294;6;94.47236;14.4;92.82275;5;76.47059;7;93.46734;14.4;92.82275;0;100;;;24,5;13;68;354;5.4755;66.9;0;;;;;;;;;;;59,7;6;50;114;58.26087;2368.5;70.75886;;;;;;;;;;;;;;;33,3;9;33.33333;250;0;5;66.66667;;;;;;;;;45,0;43,8;7;70;0;0;7;9;75;0;0;9;0;0;;10,0 ;10,0;1;10;1;10;1;10;3;3;30;0;0;0;0;0;0;5;;;75,0;19;73.33333;275;65.06955;35.6;86.68947;0;0;35.6;;;;;;;;;;;;10,8;;;;;;;;;;;;;;;;;10;11.11111;10;38.46154;4820.345;3.91406;5375.541;11.08849;81;0;85;0;;;29,8;46;21.875;1642;0;40;1420;182;29;67.49156;24;5;0;;;;;;;;23,6;0;2;25;26.5;28.48765;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2013;;;;39,6;;88,3;5;76.47059;9;91.45729;22.5;88.76007;6;70.58824;10;90.45226;22.5;88.76007;0;100;;;24,1;13;68;358;4.32277;71.2;0;;;;;;;;;;;58,9;6;50;114;58.26087;2550.7;68.50952;;;;;;;;;;;;;;;33,3;9;33.33333;250;0;5;66.66667;;;;;;;;;;37,5;6;60;0;0;6;;;;;;0;0;;;10,0;1;10;1;10;1;10;3;;;;;;;;;;;;74,9;19;73.33333;275;65.06955;35.8;86.29851;0;0;35.8;;;;;;;;;;;;17,0;;;;;;;;;;;;;;;;;10;11.11111;10;38.46154;3984.109;22.13271;4304.411;30.10848;74;0;77;0;;;28,7;47;18.75;1642;0;40;1420;182;29;67.49156;24;5;0;;;;;;;;23,6;0;2;25;26.4;28.41554;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2012;;;;39,2;;87,9;5;76.47059;9;91.45729;25.8;87.11124;6;70.58824;10;90.45226;25.8;87.11124;0;100;;;24,1;13;68;358;4.32277;80.5;0;;;;;;;;;;;57,4;6;50;114;58.26087;2917.8;63.97731;;;;;;;;;;;;;;;33,3;9;33.33333;250;0;5;66.66667;;;;;;;;;;37,5;6;60;0;0;6;;;;;;0;0;;;10,0;1;10;1;10;1;10;3;;;;;;;;;;;;74,9;19;73.33333;275;65.06955;35.8;86.29851;0;0;35.8;;;;;;;;;;;;14,1;;;;;;;;;;;;;;;;;10;11.11111;10;38.46154;4404.876;12.96567;4759.005;22.03627;74;0;77;0;;;28,7;47;18.75;1642;0;40;1420;182;29;67.49156;24;5;0;;;;;;;;23,6;0;2;25;26.5;28.48765;3;18.75;2;0;0;1
AFG;Afghanistan;South Asia;Low income;2011;;;;36,9;;87,8;5;76.47059;9;91.45729;26.7;86.6427;6;70.58824;10;90.45226;26.7;86.6427;0;100;;;24,1;13;68;358;4.32277;85.6;0;;;;;;;;;;;37,7;5;66.66667;196;22.6087;6179.7;23.70792;;;;;;;;;;;;;;;33,3;9;33.33333;250;0;5;66.66667;;;;;;;;;;37,5;6;60;0;0;6;;;;;;0;0;;;10,0;1;10;1;10;1;10;3;;;;;;;;;;;;74,9;19;73.33333;275;65.06955;35.8;86.29851;0;0;35.8;;;;;;;;;;;;11,3;;;;;;;;;;;;;;;;;10;11.11111;10;38.46154;4820.598;3.90855;5208.149;14.06085;74;0;77;0;;;28,7;47;18.75;1642;0;;;;29;67.49156;;;;;;;;;;;23,4;0;2;25;26;27.9986;3;18.75;2;0;0;1
